filename,label0,label1,label2,label3,label4
captcha5252.png,1,9,7,7,1
captcha5253.png,5,0,0,7,7
captcha5254.png,6,3,2,7,5
captcha5255.png,9,3,5,8,2
captcha5256.png,3,6,2,3,5
captcha5257.png,2,0,7,4,9
captcha5258.png,3,2,1,3,3
captcha5259.png,4,8,0,9,7
captcha5260.png,7,8,4,0,4
captcha5261.png,5,2,5,0,7
captcha5262.png,8,2,8,1,4
captcha5263.png,2,5,4,6,7
captcha5264.png,9,7,6,3,5
captcha5265.png,1,8,3,0,2
captcha5266.png,6,2,9,5,0
captcha5267.png,9,3,2,5,7
captcha5268.png,7,7,7,7,1
captcha5269.png,2,0,4,2,4
captcha5270.png,6,7,8,3,9
captcha5271.png,2,4,8,3,4
captcha5272.png,5,5,1,4,0
captcha5273.png,3,9,6,5,5
captcha5274.png,8,4,3,0,3
captcha5275.png,2,6,9,5,6
captcha5276.png,9,9,1,2,4
captcha5277.png,7,3,2,2,7
captcha5278.png,1,5,8,8,0
captcha5279.png,4,6,1,8,7
captcha5280.png,7,6,4,9,3
captcha5281.png,9,2,4,5,8
captcha5282.png,9,1,3,1,4
captcha5283.png,4,8,3,0,9
captcha5284.png,3,2,8,2,3
captcha5285.png,7,7,4,7,1
captcha5286.png,9,3,4,3,6
captcha5287.png,3,6,0,8,9
captcha5288.png,6,6,3,9,6
captcha5289.png,6,5,2,5,2
captcha5290.png,9,5,5,5,8
captcha5291.png,1,9,2,8,8
captcha5292.png,1,8,1,4,4
captcha5293.png,1,7,0,0,0
captcha5294.png,4,7,3,0,7
captcha5295.png,7,7,6,1,4
captcha5296.png,4,5,0,1,9
captcha5297.png,1,9,1,2,2
captcha5298.png,4,9,4,2,9
captcha5299.png,4,8,2,8,5
captcha5300.png,7,8,5,9,2
captcha5301.png,2,1,2,4,4
captcha5302.png,5,1,5,5,1
captcha5303.png,8,1,8,5,8
captcha5304.png,8,0,7,1,4
captcha5305.png,2,3,3,6,6
captcha5306.png,5,3,6,7,3
captcha5307.png,5,2,5,2,9
captcha5308.png,8,2,8,3,6
captcha5309.png,8,1,6,9,2
captcha5310.png,2,4,3,4,4
captcha5311.png,5,4,6,5,1
captcha5312.png,8,4,9,5,8
captcha5313.png,1,3,2,6,9
captcha5314.png,9,9,7,7,9
captcha5315.png,5,6,7,7,3
captcha5316.png,4,1,2,8,7
captcha5317.png,1,5,3,9,1
captcha5318.png,6,7,3,9,4
captcha5319.png,9,7,7,0,0
captcha5320.png,4,0,3,5,3
captcha5321.png,7,0,6,6,0
captcha5322.png,6,9,5,1,6
captcha5323.png,9,9,8,2,3
captcha5324.png,4,2,4,7,5
captcha5325.png,7,2,7,8,2
captcha5326.png,1,5,4,3,5
captcha5327.png,8,7,6,0,3
captcha5328.png,4,4,5,9,7
captcha5329.png,7,4,9,0,4
captcha5330.png,9,0,8,6,9
captcha5331.png,6,4,9,7,2
captcha5332.png,4,9,4,8,6
captcha5333.png,9,4,1,3,5
captcha5334.png,3,6,7,8,8
captcha5335.png,5,2,7,5,2
captcha5336.png,5,1,6,0,8
captcha5337.png,8,1,9,1,5
captcha5338.png,5,6,0,1,8
captcha5339.png,7,1,9,8,3
captcha5340.png,4,6,0,8,6
captcha5341.png,7,6,3,9,3
captcha5342.png,6,0,9,0,7
captcha5343.png,9,1,2,1,4
captcha5344.png,6,5,3,1,7
captcha5345.png,8,1,2,8,2
captcha5346.png,2,3,9,3,5
captcha5347.png,5,4,2,4,1
captcha5348.png,2,8,3,4,5
captcha5349.png,1,2,8,5,9
captcha5350.png,4,3,1,6,6
captcha5351.png,7,3,4,7,2
captcha5352.png,1,6,1,2,5
captcha5353.png,4,6,4,3,2
captcha5354.png,7,6,7,3,8
captcha5355.png,9,2,7,0,3
captcha5356.png,3,5,3,5,6
captcha5357.png,6,5,6,6,2
captcha5358.png,9,5,9,6,9
captcha5359.png,9,4,8,2,5
captcha5360.png,6,8,9,2,8
captcha5361.png,9,9,2,3,5
captcha5362.png,8,3,7,4,9
captcha5363.png,4,0,7,4,4
captcha5364.png,7,1,0,5,1
captcha5365.png,8,7,0,1,5
captcha5366.png,8,5,8,7,1
captcha5367.png,9,9,0,6,9
captcha5368.png,9,7,9,2,5
captcha5369.png,4,0,5,7,8
captcha5370.png,1,4,6,8,1
captcha5371.png,3,0,6,4,6
captcha5372.png,6,0,9,5,3
captcha5373.png,7,6,9,1,7
captcha5374.png,9,0,1,1,5
captcha5375.png,3,2,7,6,8
captcha5376.png,6,3,0,7,5
captcha5377.png,9,3,3,8,2
captcha5378.png,9,2,2,3,8
captcha5379.png,3,4,8,9,0
captcha5380.png,3,3,7,4,6
captcha5381.png,6,4,0,5,3
captcha5382.png,9,4,3,6,0
captcha5383.png,2,2,6,7,0
captcha5384.png,3,5,8,6,8
captcha5385.png,5,1,8,3,3
captcha5386.png,8,2,1,4,0
captcha5387.png,3,9,1,3,4
captcha5388.png,3,7,9,9,0
captcha5389.png,5,3,9,5,5
captcha5390.png,1,3,7,1,7
captcha5391.png,4,4,0,2,3
captcha5392.png,8,8,6,7,2
captcha5393.png,8,7,5,2,8
captcha5394.png,4,7,2,8,9
captcha5395.png,7,7,5,9,6
captcha5396.png,2,0,2,4,9
captcha5397.png,5,0,5,5,5
captcha5398.png,3,5,0,6,9
captcha5399.png,7,9,7,1,8
captcha5400.png,9,5,6,8,3
captcha5401.png,3,8,3,3,6
captcha5402.png,6,8,6,4,2
captcha5403.png,9,8,9,4,9
captcha5404.png,4,1,6,0,2
captcha5405.png,7,1,9,0,8
captcha5406.png,5,6,4,2,2
captcha5407.png,1,3,1,1,7
captcha5408.png,4,3,7,2,4
captcha5409.png,2,8,2,3,8
captcha5410.png,7,2,8,8,6
captcha5411.png,7,1,7,4,2
captcha5412.png,1,4,3,9,5
captcha5413.png,4,4,7,0,2
captcha5414.png,7,5,0,0,8
captcha5415.png,5,9,5,2,2
captcha5416.png,8,9,8,2,9
captcha5417.png,2,9,4,2,6
captcha5418.png,5,9,7,3,2
captcha5419.png,9,0,0,3,9
captcha5420.png,1,8,3,5,0
captcha5421.png,4,8,6,5,7
captcha5422.png,6,4,6,2,1
captcha5423.png,3,8,7,2,5
captcha5424.png,6,9,0,3,1
captcha5425.png,9,9,3,3,8
captcha5426.png,2,7,6,4,9
captcha5427.png,5,7,9,5,5
captcha5428.png,6,6,2,7,6
captcha5429.png,4,0,3,8,0
captcha5430.png,5,6,3,4,4
captcha5431.png,2,1,3,0,9
captcha5432.png,6,8,7,2,5
captcha5433.png,6,7,5,8,1
captcha5434.png,9,7,8,8,8
captcha5435.png,9,6,7,4,4
captcha5436.png,3,9,3,9,6
captcha5437.png,6,9,7,0,3
captcha5438.png,1,2,3,5,6
captcha5439.png,9,8,8,6,6
captcha5440.png,7,2,9,6,9
captcha5441.png,8,8,9,3,4
captcha5442.png,6,3,0,3,7
captcha5443.png,7,9,0,0,2
captcha5444.png,7,0,2,1,4
captcha5445.png,2,9,9,7,5
captcha5446.png,6,0,2,8,2
captcha5447.png,9,0,5,8,9
captcha5448.png,3,3,2,4,2
captcha5449.png,6,3,5,4,8
captcha5450.png,4,8,0,6,2
captcha5451.png,7,8,3,6,9
captcha5452.png,2,1,0,2,2
captcha5453.png,5,1,3,2,8
captcha5454.png,8,1,6,3,5
captcha5455.png,8,0,4,9,1
captcha5456.png,2,3,1,4,4
captcha5457.png,5,3,4,5,0
captcha5458.png,8,3,7,5,7
captcha5459.png,8,2,6,1,3
captcha5460.png,2,5,2,6,6
captcha5461.png,4,1,2,3,1
captcha5462.png,1,5,3,3,4
captcha5463.png,1,4,1,9,0
captcha5464.png,1,3,0,4,6
captcha5465.png,9,1,9,1,2
captcha5466.png,6,6,0,1,5
captcha5467.png,8,1,9,8,0
captcha5468.png,2,4,6,3,3
captcha5469.png,2,3,4,8,9
captcha5470.png,6,8,1,3,8
captcha5471.png,8,4,1,0,2
captcha5472.png,2,6,7,5,5
captcha5473.png,3,9,9,5,3
captcha5474.png,2,4,4,6,7
captcha5475.png,5,9,3,6,1
captcha5476.png,5,0,5,7,3
captcha5477.png,9,7,9,8,9
captcha5478.png,7,2,0,9,2
captcha5479.png,1,4,7,4,5
captcha5480.png,3,0,7,1,0
captcha5481.png,2,9,5,6,6
captcha5482.png,2,0,7,7,8
captcha5483.png,5,1,0,8,4
captcha5484.png,4,9,9,4,0
captcha5485.png,7,2,6,0,3
captcha5486.png,9,3,1,5,6
captcha5487.png,3,5,8,0,8
captcha5488.png,6,6,1,1,5
captcha5489.png,2,5,8,7,7
captcha5490.png,2,4,7,3,3
captcha5491.png,5,5,0,3,9
captcha5492.png,8,5,3,4,6
captcha5493.png,5,9,4,4,9
captcha5494.png,8,9,7,5,6
captcha5495.png,4,9,5,1,7
captcha5496.png,8,2,5,9,1
captcha5497.png,2,5,2,4,4
captcha5498.png,6,9,8,9,2
captcha5499.png,5,4,4,0,6
captcha5500.png,8,4,7,1,3
captcha5501.png,5,8,8,1,6
captcha5502.png,2,6,2,2,2
captcha5503.png,5,6,5,2,8
captcha5504.png,1,3,5,2,3
captcha5505.png,8,5,6,9,1
captcha5506.png,9,1,2,4,5
captcha5507.png,7,5,7,5,9
captcha5508.png,1,8,4,1,2
captcha5509.png,4,8,7,1,9
captcha5510.png,7,9,0,2,5
captcha5511.png,2,1,6,7,8
captcha5512.png,3,7,6,4,3
captcha5513.png,9,9,4,0,0
captcha5514.png,4,2,0,5,3
captcha5515.png,7,2,3,5,9
captcha5516.png,8,8,3,2,4
captcha5517.png,3,0,9,7,7
captcha5518.png,7,8,3,9,2
captcha5519.png,7,7,2,4,8
captcha5520.png,5,1,3,5,2
captcha5521.png,8,1,6,5,8
captcha5522.png,9,7,6,2,3
captcha5523.png,7,1,7,2,6
captcha5524.png,1,4,3,7,9
captcha5525.png,4,4,6,8,6
captcha5526.png,4,3,5,4,2
captcha5527.png,7,3,8,4,9
captcha5528.png,1,6,5,0,1
captcha5529.png,8,8,6,6,9
captcha5530.png,3,1,3,2,2
captcha5531.png,7,5,9,7,1
captcha5532.png,7,4,8,2,7
captcha5533.png,1,7,4,7,9
captcha5534.png,1,6,3,3,5
captcha5535.png,4,6,6,4,2
captcha5536.png,9,4,0,5,7
captcha5537.png,9,2,9,1,3
